frame,time_s,ball,conf,table_x,table_y
1094,32.473,yellow,0.793,0.8282,0.8316
1095,32.503,white,0.843,0.9181,0.6206
1095,32.503,red,0.816,0.8772,0.6642
1095,32.503,yellow,0.802,0.8282,0.83
1096,32.532,white,0.843,0.9105,0.6363
1096,32.532,yellow,0.781,0.8281,0.8283
1096,32.532,red,0.702,0.8767,0.6647
1097,32.562,white,0.843,0.9105,0.6363
1097,32.562,yellow,0.781,0.8281,0.8283
1097,32.562,red,0.702,0.8767,0.6647
1098,32.592,yellow,0.785,0.8283,0.8279
1098,32.592,red,0.713,0.876,0.6646
1098,32.592,white,0.684,0.9049,0.6501
1099,32.621,yellow,0.781,0.8284,0.8281
1099,32.621,white,0.759,0.8991,0.6639
1099,32.621,red,0.708,0.8758,0.6642
1100,32.651,red,0.836,0.8697,0.6666
1100,32.651,white,0.798,0.8979,0.6746
1100,32.651,yellow,0.76,0.8285,0.8282
1101,32.681,red,0.893,0.8642,0.6667
1101,32.681,yellow,0.77,0.8292,0.8294
1101,32.681,white,0.735,0.8964,0.6872
1102,32.71,red,0.892,0.8642,0.6667
1102,32.71,yellow,0.77,0.8292,0.8294
1102,32.71,white,0.731,0.8964,0.6871
1103,32.74,red,0.839,0.8592,0.67
1103,32.74,yellow,0.776,0.8291,0.83
1103,32.74,white,0.761,0.8954,0.6998
1104,32.77,red,0.827,0.8542,0.6701
1104,32.77,yellow,0.784,0.829,0.8302
1104,32.77,white,0.629,0.8948,0.7112
1105,32.799,red,0.819,0.8502,0.6708
1105,32.799,yellow,0.784,0.8287,0.829
1105,32.799,white,0.586,0.8918,0.7223
1106,32.829,red,0.838,0.8465,0.6712
1106,32.829,yellow,0.778,0.829,0.8288
1107,32.859,red,0.837,0.8464,0.6712
1107,32.859,yellow,0.779,0.8289,0.8288
1108,32.888,red,0.851,0.8414,0.6731
1108,32.888,yellow,0.788,0.8289,0.8296
1109,32.918,yellow,0.795,0.8288,0.8302
1109,32.918,red,0.758,0.8375,0.6735
1110,32.948,yellow,0.813,0.8281,0.831
1110,32.948,red,0.803,0.8326,0.6748
1111,32.978,yellow,0.835,0.8285,0.8304
1111,32.978,red,0.776,0.8287,0.6757
1111,32.978,white,0.738,0.8868,0.7947
1112,33.007,white,0.833,0.8853,0.8048
1112,33.007,yellow,0.819,0.8288,0.8301
1112,33.007,red,0.817,0.8244,0.6777
1113,33.037,white,0.875,0.8836,0.8168
1113,33.037,yellow,0.821,0.8287,0.8299
1113,33.037,red,0.806,0.8201,0.6768
1114,33.067,white,0.88,0.8814,0.8274
1114,33.067,yellow,0.84,0.8285,0.8297
1114,33.067,red,0.799,0.8155,0.6791
1115,33.096,white,0.881,0.8802,0.8394
1115,33.096,yellow,0.831,0.8286,0.8296
1115,33.096,red,0.823,0.811,0.6799
1116,33.126,white,0.884,0.8787,0.8526
1116,33.126,red,0.865,0.8066,0.6812
1116,33.126,yellow,0.825,0.8287,0.8295
1117,33.156,red,0.887,0.803,0.6825
1117,33.156,white,0.874,0.8777,0.8651
1117,33.156,yellow,0.815,0.8288,0.8296
1118,33.185,red,0.887,0.8031,0.6825
1118,33.185,white,0.874,0.8777,0.8651
1118,33.185,yellow,0.815,0.8288,0.8296
1119,33.215,white,0.844,0.8759,0.8757
1119,33.215,yellow,0.807,0.8288,0.8298
1119,33.215,red,0.729,0.7982,0.6834
1120,33.245,white,0.873,0.8743,0.8887
1120,33.245,red,0.81,0.7944,0.6837
1120,33.245,yellow,0.804,0.8285,0.8301
1121,33.274,white,0.871,0.8729,0.8998
1121,33.274,red,0.837,0.7898,0.6855
1121,33.274,yellow,0.793,0.8286,0.8301
1122,33.304,white,0.898,0.8715,0.9126
1122,33.304,red,0.866,0.7858,0.6868
1122,33.304,yellow,0.805,0.8286,0.8301
1123,33.334,white,0.874,0.8699,0.9243
1123,33.334,red,0.858,0.7818,0.6879
1123,33.334,yellow,0.813,0.8287,0.83
1124,33.363,yellow,0.82,0.8289,0.8299
1124,33.363,white,0.813,0.8682,0.9365
1124,33.363,red,0.722,0.7778,0.6885
1125,33.393,yellow,0.82,0.8289,0.8299
1125,33.393,white,0.813,0.8682,0.9365
1125,33.393,red,0.722,0.7778,0.6885
1126,33.423,white,0.882,0.8667,0.9447
1126,33.423,yellow,0.823,0.8288,0.8299
1126,33.423,red,0.82,0.7728,0.6897
1127,33.452,red,0.837,0.7693,0.6901
1127,33.452,white,0.82,0.8645,0.9356
1127,33.452,yellow,0.809,0.8289,0.83
1128,33.482,red,0.861,0.7653,0.6906
1128,33.482,white,0.86,0.8619,0.9259
1128,33.482,yellow,0.804,0.8289,0.83
1129,33.512,white,0.86,0.859,0.9189
1129,33.512,red,0.845,0.7616,0.6923
1129,33.512,yellow,0.804,0.8287,0.8299
1130,33.541,white,0.86,0.859,0.919
1130,33.541,red,0.845,0.7616,0.6923
1130,33.541,yellow,0.804,0.8287,0.8299
1131,33.571,white,0.832,0.8566,0.9111
1131,33.571,red,0.8,0.757,0.6931
1131,33.571,yellow,0.777,0.8287,0.83
1132,33.601,white,0.865,0.8543,0.9049
1132,33.601,red,0.83,0.7525,0.6937
1132,33.601,yellow,0.753,0.8289,0.8304
1133,33.631,red,0.849,0.7489,0.6957
1133,33.631,white,0.765,0.8507,0.8978
1133,33.631,yellow,0.729,0.8292,0.8306
1134,33.66,white,0.868,0.8491,0.8929
1134,33.66,red,0.849,0.745,0.6964
1134,33.66,yellow,0.699,0.8295,0.8303
1135,33.69,white,0.89,0.8467,0.8879
1135,33.69,red,0.781,0.7408,0.6963
1135,33.69,yellow,0.711,0.8297,0.8299
1136,33.72,white,0.887,0.8439,0.8815
1136,33.72,red,0.832,0.7369,0.6968
1136,33.72,yellow,0.647,0.8295,0.8291
1137,33.749,white,0.884,0.842,0.8752
1137,33.749,red,0.841,0.7324,0.7004
1137,33.749,yellow,0.636,0.8293,0.8297
1138,33.779,red,0.858,0.7288,0.6991
1138,33.779,white,0.851,0.84,0.87
1138,33.779,yellow,0.63,0.8296,0.8315
1139,33.809,red,0.857,0.7288,0.6991
1139,33.809,white,0.85,0.84,0.87
1139,33.809,yellow,0.632,0.8296,0.8315
1140,33.838,white,0.891,0.8391,0.8683
1140,33.838,red,0.845,0.7252,0.7002
1140,33.838,yellow,0.788,0.8276,0.8266
1141,33.868,white,0.897,0.839,0.8672
1141,33.868,yellow,0.829,0.8259,0.8187
1141,33.868,red,0.731,0.7211,0.7012
1142,33.898,white,0.88,0.8375,0.8642
1142,33.898,red,0.848,0.7128,0.7036
1142,33.898,yellow,0.785,0.8236,0.8103
1142,33.898,white,0.634,0.8345,0.8602
1143,33.927,red,0.872,0.7093,0.704
1143,33.927,white,0.8,0.8355,0.8624
1143,33.927,yellow,0.73,0.8223,0.8051
1144,33.957,red,0.863,0.7052,0.7067
1144,33.957,white,0.788,0.8348,0.8615
1144,33.957,yellow,0.731,0.8216,0.8023
1145,33.987,red,0.785,0.7014,0.706
1145,33.987,yellow,0.743,0.8206,0.7995
1145,33.987,white,0.731,0.8333,0.861
1146,34.016,red,0.857,0.6977,0.7067
1146,34.016,white,0.8,0.8323,0.8594
1146,34.016,yellow,0.653,0.8199,0.7969
1147,34.046,red,0.859,0.6936,0.7083
1147,34.046,white,0.826,0.8318,0.8581
1147,34.046,yellow,0.654,0.8179,0.7922
1148,34.076,white,0.874,0.8312,0.8573
1148,34.076,red,0.871,0.6898,0.7095
1148,34.076,yellow,0.725,0.8165,0.7863
1149,34.105,red,0.868,0.6861,0.7096
1149,34.105,white,0.867,0.8308,0.8569
1149,34.105,yellow,0.779,0.8154,0.7823
1150,34.135,white,0.862,0.8296,0.8558
1150,34.135,yellow,0.802,0.814,0.7787
1150,34.135,red,0.765,0.6827,0.7105
1151,34.165,white,0.872,0.8291,0.854
1151,34.165,yellow,0.807,0.813,0.7754
1151,34.165,red,0.807,0.6785,0.712
1152,34.195,white,0.879,0.8285,0.853
1152,34.195,yellow,0.813,0.8118,0.7717
1152,34.195,red,0.794,0.6747,0.7123
1153,34.224,white,0.878,0.8285,0.853
1153,34.224,yellow,0.813,0.8118,0.7717
1153,34.224,red,0.793,0.6747,0.7123
1154,34.254,white,0.883,0.8277,0.851
1154,34.254,yellow,0.81,0.8101,0.7676
1154,34.254,red,0.81,0.6712,0.7139
1155,34.284,white,0.883,0.827,0.85
1155,34.284,red,0.846,0.6676,0.7148
1155,34.284,yellow,0.814,0.809,0.7635
1156,34.313,white,0.892,0.8266,0.8486
1156,34.313,yellow,0.828,0.8078,0.7602
1156,34.313,red,0.731,0.664,0.7159
1157,34.343,white,0.9,0.826,0.8477
1157,34.343,yellow,0.827,0.8066,0.7563
1157,34.343,red,0.811,0.6603,0.7161
1158,34.373,white,0.906,0.825,0.8472
1158,34.373,red,0.8,0.6564,0.7162
1158,34.373,yellow,0.781,0.8054,0.7525
1159,34.402,white,0.902,0.8243,0.8466
1159,34.402,red,0.853,0.6527,0.7181
1159,34.402,yellow,0.763,0.8044,0.7491
1160,34.432,white,0.895,0.8238,0.8457
1160,34.432,red,0.88,0.6493,0.7193
1160,34.432,yellow,0.791,0.8034,0.7448
1161,34.462,white,0.88,0.8231,0.844
1161,34.462,yellow,0.859,0.802,0.7408
1161,34.462,red,0.827,0.6458,0.7197
1162,34.491,white,0.88,0.8228,0.8432
1162,34.491,yellow,0.872,0.8012,0.7378
1162,34.491,red,0.806,0.6423,0.7198
1163,34.521,white,0.876,0.8222,0.8426
1163,34.521,yellow,0.832,0.7997,0.7337
1163,34.521,red,0.824,0.6383,0.7212
1164,34.551,white,0.876,0.8222,0.8426
1164,34.551,yellow,0.832,0.7998,0.7337
1164,34.551,red,0.824,0.6383,0.7212
1165,34.58,white,0.871,0.8218,0.8421
1165,34.58,red,0.85,0.6345,0.7228
1165,34.58,yellow,0.763,0.7986,0.7307
1166,34.61,red,0.879,0.6312,0.7234
1166,34.61,white,0.877,0.8213,0.8413
1166,34.61,yellow,0.771,0.7978,0.727
1167,34.64,white,0.872,0.8205,0.8402
1167,34.64,red,0.868,0.6281,0.7238
1167,34.64,yellow,0.794,0.7967,0.7236
1168,34.669,white,0.874,0.8201,0.8394
1168,34.669,yellow,0.829,0.7948,0.7195
1168,34.669,red,0.727,0.6249,0.7257
1169,34.699,white,0.875,0.8201,0.8394
1169,34.699,yellow,0.829,0.7948,0.7195
1169,34.699,red,0.727,0.6249,0.7257
1170,34.729,white,0.869,0.8196,0.8385
1170,34.729,yellow,0.811,0.7938,0.7164
1170,34.729,red,0.811,0.6211,0.726
1171,34.758,white,0.865,0.8194,0.8377
1171,34.758,red,0.833,0.6171,0.7263
1171,34.758,yellow,0.796,0.7922,0.7131
1172,34.788,white,0.856,0.8188,0.8369
1172,34.788,red,0.846,0.6141,0.727
1172,34.788,yellow,0.826,0.7915,0.7103
1173,34.818,red,0.869,0.6102,0.7278
1173,34.818,white,0.825,0.818,0.8365
1173,34.818,yellow,0.817,0.7907,0.707
1174,34.848,red,0.869,0.6102,0.7278
1174,34.848,white,0.825,0.818,0.8365
1174,34.848,yellow,0.816,0.7907,0.707
1175,34.877,red,0.842,0.6073,0.7289
1175,34.877,white,0.822,0.8176,0.8353
1175,34.877,yellow,0.815,0.7901,0.7034
1176,34.907,white,0.829,0.8173,0.8348
1176,34.907,yellow,0.826,0.7888,0.6998
1176,34.907,red,0.814,0.6038,0.7287
1177,34.937,red,0.84,0.6004,0.7301
1177,34.937,white,0.825,0.8168,0.8342
1177,34.937,yellow,0.82,0.7881,0.6963
1178,34.966,red,0.848,0.597,0.7314
1178,34.966,white,0.847,0.8162,0.8336
1178,34.966,yellow,0.831,0.7869,0.6931
1179,34.996,red,0.868,0.5938,0.7323
1179,34.996,white,0.847,0.8156,0.833
1179,34.996,yellow,0.837,0.786,0.6902
1180,35.026,red,0.869,0.5901,0.7326
1180,35.026,white,0.867,0.8152,0.8326
1180,35.026,yellow,0.855,0.7848,0.6868
1181,35.055,white,0.874,0.8148,0.8321
1181,35.055,yellow,0.847,0.7838,0.6831
1181,35.055,red,0.804,0.587,0.7332
1182,35.085,white,0.867,0.8144,0.8315
1182,35.085,red,0.844,0.5838,0.7339
1182,35.085,yellow,0.821,0.783,0.68
1183,35.115,white,0.871,0.8139,0.8309
1183,35.115,red,0.858,0.5806,0.7359
1183,35.115,yellow,0.823,0.782,0.6763
1184,35.144,red,0.859,0.5769,0.7369
1184,35.144,white,0.858,0.8136,0.8305
1184,35.144,yellow,0.835,0.7813,0.6732
1185,35.174,red,0.872,0.574,0.7362
1185,35.174,yellow,0.856,0.7803,0.6697
1185,35.174,white,0.843,0.8132,0.8301
1186,35.204,red,0.87,0.571,0.7384
1186,35.204,yellow,0.831,0.7793,0.6668
1186,35.204,white,0.83,0.8129,0.8297
1187,35.233,white,0.832,0.8126,0.8293
1187,35.233,yellow,0.807,0.7779,0.6636
1187,35.233,red,0.776,0.567,0.7384
1188,35.263,red,0.861,0.5641,0.739
1188,35.263,white,0.856,0.8119,0.8291
1188,35.263,yellow,0.814,0.7771,0.6608
1189,35.293,red,0.861,0.5607,0.7414
1189,35.293,white,0.861,0.8114,0.8287
1189,35.293,yellow,0.809,0.7761,0.6578
1190,35.322,red,0.873,0.558,0.742
1190,35.322,white,0.863,0.8109,0.828
1190,35.322,yellow,0.8,0.7753,0.655
1191,35.352,red,0.883,0.5553,0.7419
1191,35.352,white,0.861,0.8108,0.8278
1191,35.352,yellow,0.781,0.7741,0.6525
1192,35.382,red,0.876,0.5515,0.7435
1192,35.382,white,0.86,0.8106,0.8271
1192,35.382,yellow,0.785,0.7731,0.6492
1193,35.411,white,0.854,0.8102,0.8266
1193,35.411,red,0.811,0.5486,0.7437
1193,35.411,yellow,0.795,0.7722,0.6468
1194,35.441,red,0.861,0.5452,0.7455
1194,35.441,white,0.858,0.8099,0.8262
1194,35.441,yellow,0.804,0.771,0.6436
1195,35.471,red,0.861,0.5452,0.7455
1195,35.471,white,0.858,0.8099,0.8261
1195,35.471,yellow,0.804,0.771,0.6436
1196,35.501,red,0.852,0.5419,0.7462
1196,35.501,white,0.849,0.8098,0.8257
1196,35.501,yellow,0.792,0.7702,0.6409
1197,35.53,white,0.851,0.8096,0.8254
1197,35.53,red,0.847,0.5392,0.7468
1197,35.53,yellow,0.763,0.7694,0.6382
1198,35.56,red,0.866,0.5364,0.747
1198,35.56,white,0.845,0.8093,0.8252
1198,35.56,yellow,0.75,0.7687,0.635
1199,35.59,red,0.862,0.533,0.7477
1199,35.59,white,0.85,0.8092,0.8253
1199,35.59,yellow,0.752,0.768,0.6326
1200,35.619,white,0.854,0.809,0.8251
1200,35.619,yellow,0.809,0.7673,0.6298
1200,35.619,red,0.808,0.5303,0.7478
1201,35.649,white,0.852,0.809,0.8248
1201,35.649,yellow,0.849,0.7665,0.6276
1201,35.649,red,0.799,0.5267,0.7493
1202,35.679,white,0.859,0.8089,0.8248
1202,35.679,yellow,0.858,0.7651,0.624
1202,35.679,red,0.775,0.5235,0.7494
1203,35.708,yellow,0.863,0.7643,0.6216
1203,35.708,white,0.859,0.8089,0.8248
1203,35.708,red,0.788,0.5209,0.7507
1204,35.738,white,0.862,0.8088,0.8247
1204,35.738,yellow,0.859,0.7636,0.6192
1204,35.738,red,0.836,0.518,0.7525
1205,35.768,red,0.873,0.5153,0.7537
1205,35.768,white,0.865,0.8088,0.8246
1205,35.768,yellow,0.847,0.763,0.617
1206,35.797,white,0.868,0.8087,0.8245
1206,35.797,yellow,0.84,0.7622,0.6151
1206,35.797,red,0.84,0.5126,0.7538
1207,35.827,white,0.871,0.8088,0.8244
1207,35.827,yellow,0.817,0.7613,0.612
1207,35.827,red,0.759,0.5089,0.7542
1208,35.857,white,0.874,0.8088,0.8244
1208,35.857,red,0.821,0.5063,0.7545
1208,35.857,yellow,0.757,0.7602,0.6096
1209,35.886,white,0.873,0.8088,0.8244
1209,35.886,red,0.823,0.503,0.756
1209,35.886,yellow,0.771,0.7596,0.6065
1210,35.916,white,0.875,0.8089,0.8242
1210,35.916,red,0.842,0.5,0.7559
1210,35.916,yellow,0.755,0.7587,0.6033
1211,35.946,red,0.878,0.4975,0.7563
1211,35.946,white,0.876,0.8089,0.8242
1211,35.946,yellow,0.787,0.7581,0.6017
1212,35.975,white,0.876,0.8089,0.8243
1212,35.975,red,0.876,0.4951,0.7578
1212,35.975,yellow,0.819,0.7573,0.5994
1213,36.005,white,0.874,0.8089,0.8243
1213,36.005,red,0.839,0.4922,0.7593
1213,36.005,yellow,0.824,0.7563,0.5969
1214,36.035,white,0.871,0.8089,0.8243
1214,36.035,yellow,0.83,0.7563,0.5942
1214,36.035,red,0.761,0.4892,0.7595
1215,36.065,white,0.869,0.8089,0.8243
1215,36.065,yellow,0.822,0.7555,0.5919
1215,36.065,red,0.792,0.4864,0.7606
1216,36.094,white,0.867,0.8089,0.8243
1216,36.094,red,0.821,0.483,0.7612
1216,36.094,yellow,0.82,0.7547,0.5892
1217,36.124,white,0.866,0.8089,0.8244
1217,36.124,red,0.842,0.4805,0.7616
1217,36.124,yellow,0.822,0.7537,0.5873
1218,36.154,white,0.866,0.809,0.8244
1218,36.154,red,0.845,0.4779,0.7626
1218,36.154,yellow,0.814,0.753,0.585
1219,36.183,white,0.867,0.809,0.8243
1219,36.183,red,0.862,0.4754,0.7633
1219,36.183,yellow,0.8,0.7523,0.5826
1220,36.213,white,0.868,0.809,0.8243
1220,36.213,red,0.842,0.4731,0.7638
1220,36.213,yellow,0.796,0.7517,0.5803
1221,36.243,white,0.868,0.8091,0.8243
1221,36.243,yellow,0.802,0.7509,0.5787
1221,36.243,red,0.784,0.4703,0.7642
1222,36.272,white,0.867,0.8091,0.8243
1222,36.272,red,0.833,0.4675,0.7656
1222,36.272,yellow,0.823,0.75,0.5768
1223,36.302,white,0.867,0.8091,0.8244
1223,36.302,red,0.833,0.4675,0.7656
1223,36.302,yellow,0.823,0.75,0.5768
1224,36.332,white,0.865,0.8091,0.8244
1224,36.332,red,0.84,0.4645,0.7663
1224,36.332,yellow,0.824,0.7494,0.5747
1225,36.361,white,0.866,0.8091,0.8243
1225,36.361,red,0.846,0.4617,0.7664
1225,36.361,yellow,0.809,0.7488,0.5721
1226,36.391,white,0.866,0.8091,0.8243
1226,36.391,red,0.863,0.4593,0.7672
1226,36.391,yellow,0.812,0.7482,0.5705
1227,36.421,white,0.866,0.8091,0.8244
1227,36.421,red,0.865,0.4569,0.7677
1227,36.421,yellow,0.8,0.7474,0.5686
1228,36.45,white,0.866,0.8091,0.8243
1228,36.45,red,0.859,0.4545,0.7684
1228,36.45,yellow,0.788,0.7468,0.5664
1229,36.48,white,0.864,0.8091,0.8244
1229,36.48,yellow,0.784,0.746,0.5644
1229,36.48,red,0.753,0.4515,0.7688
1230,36.51,white,0.866,0.8091,0.8243
1230,36.51,red,0.846,0.4493,0.7701
1230,36.51,yellow,0.789,0.7456,0.5625
1231,36.539,white,0.864,0.8091,0.8243
1231,36.539,red,0.85,0.4469,0.7709
1231,36.539,yellow,0.816,0.7448,0.5601
1232,36.569,white,0.863,0.8091,0.8243
1232,36.569,red,0.85,0.4469,0.7709
1232,36.569,yellow,0.815,0.7448,0.5601
1233,36.599,white,0.863,0.8091,0.8243
1233,36.599,red,0.848,0.4439,0.773
1233,36.599,yellow,0.833,0.7444,0.5583
1234,36.628,white,0.862,0.8091,0.8243
1234,36.628,red,0.861,0.4414,0.773
1234,36.628,yellow,0.855,0.7438,0.5562
1235,36.658,yellow,0.873,0.7432,0.5547
1235,36.658,red,0.871,0.4393,0.7723
1235,36.658,white,0.863,0.8091,0.8243
1236,36.688,red,0.868,0.4371,0.7741
1236,36.688,white,0.863,0.8091,0.8243
1236,36.688,yellow,0.851,0.7423,0.5524
1237,36.718,red,0.869,0.4371,0.7741
1237,36.718,white,0.863,0.8091,0.8243
1237,36.718,yellow,0.851,0.7423,0.5525
1238,36.747,white,0.864,0.8091,0.8243
1238,36.747,red,0.836,0.4344,0.7747
1238,36.747,yellow,0.825,0.7414,0.5508
1239,36.777,white,0.864,0.8091,0.8243
1239,36.777,red,0.823,0.4316,0.7745
1239,36.777,yellow,0.79,0.7409,0.5486
1240,36.807,white,0.864,0.8091,0.8243
1240,36.807,red,0.823,0.4316,0.7745
1240,36.807,yellow,0.79,0.7409,0.5487
1241,36.836,white,0.864,0.8091,0.8243
1241,36.836,red,0.864,0.4295,0.7756
1241,36.836,yellow,0.758,0.7407,0.5472
1242,36.866,white,0.862,0.8091,0.8243
1242,36.866,red,0.858,0.4271,0.7767
1242,36.866,yellow,0.77,0.7402,0.5452
1243,36.896,red,0.867,0.4246,0.7776
1243,36.896,white,0.861,0.8091,0.8243
1243,36.896,yellow,0.765,0.7397,0.5439
1244,36.925,red,0.884,0.4223,0.7784
1244,36.925,white,0.861,0.8091,0.8244
1244,36.925,yellow,0.76,0.739,0.542
1245,36.955,red,0.885,0.4202,0.7783
1245,36.955,white,0.861,0.8091,0.8244
1245,36.955,yellow,0.755,0.7383,0.5404
1246,36.985,red,0.878,0.4176,0.7801
1246,36.985,white,0.861,0.8091,0.8244
1246,36.985,yellow,0.757,0.7375,0.5383
1247,37.014,red,0.861,0.4157,0.78
1247,37.014,white,0.861,0.8091,0.8244
1247,37.014,yellow,0.761,0.7371,0.5371
1248,37.044,white,0.861,0.8091,0.8244
1248,37.044,red,0.822,0.4131,0.7807
1248,37.044,yellow,0.763,0.7362,0.5351
1249,37.074,white,0.862,0.8091,0.8243
1249,37.074,red,0.861,0.411,0.7816
1249,37.074,yellow,0.762,0.7356,0.5343
1250,37.103,white,0.861,0.8091,0.8244
1250,37.103,red,0.847,0.4084,0.7826
1250,37.103,yellow,0.75,0.7349,0.5325
1251,37.133,white,0.86,0.8091,0.8244
1251,37.133,red,0.852,0.406,0.7828
1251,37.133,yellow,0.747,0.7343,0.5313
1252,37.163,white,0.859,0.8091,0.8244
1252,37.163,red,0.856,0.4039,0.7834
1252,37.163,yellow,0.759,0.7335,0.5292
1253,37.192,white,0.859,0.8091,0.8244
1253,37.192,red,0.856,0.4039,0.7834
1253,37.192,yellow,0.759,0.7335,0.5292
1254,37.222,red,0.871,0.4018,0.7832
1254,37.222,white,0.861,0.8091,0.8244
1254,37.222,yellow,0.766,0.7332,0.5288
1723,51.143,white,0.863,0.8092,0.8244
1723,51.143,red,0.793,0.2593,0.8141
1723,51.143,yellow,0.773,0.7177,0.4911
1724,51.173,white,0.862,0.8092,0.8243
1724,51.173,red,0.791,0.2593,0.8141
1724,51.173,yellow,0.774,0.7177,0.4911
1725,51.203,white,0.863,0.8091,0.8244
1725,51.203,red,0.791,0.2593,0.8141
1725,51.203,yellow,0.774,0.7177,0.4911
1726,51.232,white,0.863,0.8091,0.8244
1726,51.232,red,0.792,0.2594,0.8141
1726,51.232,yellow,0.775,0.7177,0.4911
1727,51.262,white,0.863,0.8091,0.8244
1727,51.262,red,0.793,0.2594,0.8141
1727,51.262,yellow,0.775,0.7177,0.4911
1728,51.292,white,0.863,0.8091,0.8244
1728,51.292,red,0.793,0.2594,0.8141
1728,51.292,yellow,0.774,0.7177,0.4911
1729,51.321,white,0.863,0.8091,0.8244
1729,51.321,red,0.793,0.2594,0.8141
1729,51.321,yellow,0.774,0.7177,0.4911
1730,51.351,white,0.863,0.8092,0.8243
1730,51.351,red,0.793,0.2594,0.8141
1730,51.351,yellow,0.774,0.7177,0.4911
1731,51.381,white,0.862,0.8092,0.8243
1731,51.381,red,0.793,0.2594,0.8141
1731,51.381,yellow,0.774,0.7177,0.4911
1732,51.41,white,0.862,0.8092,0.8243
1732,51.41,red,0.792,0.2594,0.8141
1732,51.41,yellow,0.774,0.7177,0.4911
1733,51.44,white,0.862,0.8091,0.8244
1733,51.44,red,0.793,0.2593,0.8141
1733,51.44,yellow,0.775,0.7177,0.4911
1734,51.47,white,0.862,0.8091,0.8244
1734,51.47,red,0.793,0.2593,0.8141
1734,51.47,yellow,0.775,0.7177,0.4911
1735,51.5,white,0.862,0.8091,0.8244
1735,51.5,red,0.793,0.2593,0.8141
1735,51.5,yellow,0.775,0.7177,0.4911
1736,51.529,white,0.862,0.8091,0.8244
1736,51.529,red,0.793,0.2593,0.8141
1736,51.529,yellow,0.775,0.7177,0.4911
1737,51.559,white,0.862,0.8091,0.8244
1737,51.559,red,0.793,0.2593,0.8141
1737,51.559,yellow,0.775,0.7177,0.4911
1738,51.589,white,0.863,0.8091,0.8244
1738,51.589,red,0.794,0.2594,0.814
1738,51.589,yellow,0.775,0.7176,0.4911
1739,51.618,white,0.863,0.8091,0.8244
1739,51.618,red,0.794,0.2593,0.814
1739,51.618,yellow,0.775,0.7176,0.4911
1740,51.648,white,0.863,0.8091,0.8244
1740,51.648,red,0.795,0.2593,0.8139
1740,51.648,yellow,0.775,0.7176,0.4911
1741,51.678,white,0.863,0.8091,0.8244
1741,51.678,red,0.796,0.2593,0.8139
1741,51.678,yellow,0.775,0.7176,0.4911
1742,51.707,white,0.864,0.8091,0.8244
1742,51.707,red,0.796,0.2593,0.8139
1742,51.707,yellow,0.775,0.7177,0.4911
1743,51.737,white,0.864,0.8091,0.8243
1743,51.737,red,0.795,0.2593,0.8139
1743,51.737,yellow,0.775,0.7177,0.4911
1744,51.767,white,0.864,0.8091,0.8243
1744,51.767,red,0.795,0.2593,0.8139
1744,51.767,yellow,0.775,0.7177,0.4911
1745,51.796,white,0.864,0.8091,0.8243
1745,51.796,red,0.798,0.2593,0.8139
1745,51.796,yellow,0.775,0.7177,0.4911
1746,51.826,white,0.864,0.8091,0.8243
1746,51.826,red,0.798,0.2593,0.8139
1746,51.826,yellow,0.775,0.7177,0.4911
1747,51.856,white,0.865,0.8091,0.8243
1747,51.856,red,0.798,0.2593,0.8139
1747,51.856,yellow,0.775,0.7177,0.4911
1748,51.885,white,0.866,0.8092,0.8243
1748,51.885,red,0.798,0.2593,0.8139
1748,51.885,yellow,0.775,0.7177,0.4911
1749,51.915,white,0.865,0.8091,0.8243
1749,51.915,red,0.798,0.2593,0.8139
1749,51.915,yellow,0.776,0.7177,0.4911
1750,51.945,white,0.865,0.8091,0.8243
1750,51.945,red,0.799,0.2593,0.8139
1750,51.945,yellow,0.776,0.7177,0.4911
1751,51.974,white,0.865,0.8091,0.8243
1751,51.974,red,0.799,0.2593,0.8139
1751,51.974,yellow,0.776,0.7177,0.4911
1752,52.004,white,0.865,0.8091,0.8242
1752,52.004,red,0.799,0.2593,0.8139
1752,52.004,yellow,0.776,0.7176,0.4911
1753,52.034,white,0.866,0.8091,0.8242
1753,52.034,red,0.799,0.2593,0.8139
1753,52.034,yellow,0.775,0.7176,0.4911
1754,52.064,white,0.866,0.8091,0.8242
1754,52.064,red,0.8,0.2593,0.8139
1754,52.064,yellow,0.776,0.7176,0.4911
1755,52.093,white,0.865,0.8091,0.8242
1755,52.093,red,0.799,0.2593,0.8139
1755,52.093,yellow,0.775,0.7176,0.4911
1756,52.123,white,0.866,0.8091,0.8242
1756,52.123,red,0.801,0.2593,0.8139
1756,52.123,yellow,0.776,0.7176,0.4911
1757,52.153,white,0.866,0.8091,0.8242
1757,52.153,red,0.801,0.2593,0.8139
1757,52.153,yellow,0.776,0.7176,0.4911
1758,52.182,white,0.866,0.8091,0.8242
1758,52.182,red,0.801,0.2593,0.8139
1758,52.182,yellow,0.776,0.7176,0.4911
1759,52.212,white,0.866,0.8091,0.8242
1759,52.212,red,0.8,0.2593,0.8139
1759,52.212,yellow,0.776,0.7176,0.4911
1760,52.242,white,0.866,0.8091,0.8242
1760,52.242,red,0.8,0.2593,0.8139
1760,52.242,yellow,0.776,0.7176,0.4911
1761,52.271,white,0.866,0.8091,0.8242
1761,52.271,red,0.801,0.2593,0.8139
1761,52.271,yellow,0.777,0.7176,0.4911
